ወዴት እንደሚ ሄዱ ለማ ን እንደሚ ናገሩ ግራ የ ገባቸው ይመስ ላሉ,tr_347_tr04047
አሁን ግን የ ኢትዮጵያ የድሮ ጠላት የ ሆነችው ና ራሷ በ ድርቅ የተመታች ው ኤርትራ ወደቦቹ ን ለ ኢትዮጵያ የሚ ላኩ እህሎች በ ነጻ እንዲ ገቡበት ፈቅዳ ለች,tr_348_tr04048
የ አውሮፓ ህብረት ለ ኢትዮጵያ የሚያደርገው ን እርዳታ ያ ጢን,tr_349_tr04049
እንደ ኦሮሞ ዎቹ እምነት ም አምላክ በ ሚሊዮኖች የሚ ቆጠር ውስብስብ ፍጡራን ን የ ፈጠረው በ ሀያ ሰባት ቀናት ነው,tr_350_tr04050
እንደ ቤተ መንግስት አስተዳዳሪ ከ ሆኑ ጥናቱ እንደ ተጠናቀቀ የ እድሳት ግንባታው ወዲያ ው ይጀ መራል,tr_351_tr04051
ነዳጅ ም በውጭ ምንዛሪ እንዲ ገዛ ተገደደ,tr_352_tr04052
ወይም በ ቅርቡ እንደ ታዘብነው በ ጦሩ ሜዳ ገብ ተዋል የሚ ባሉት እንኳ ን ከ ታሪክ ሽሚያ ውስጥ ይገባ ሉ,tr_353_tr04053
እዚህ አካባቢ ያለው ወገናችን ብዙ እውነት ይናገራል,tr_354_tr04054
ጥናቱ ን የማ ደንቅ በት አንዱ ምክንያት ይኸው ነው,tr_355_tr04055
ለ ዛሬ ማለት የሚ ቻለው ጥያቄ ውም እየገፋ ያለው ግንኙነቱ ስርአት ይያዝ የሚ ል ነው,tr_356_tr04056
መድረኩ ን ያዘጋጀው ድርጅት ግን ሀሳቡ ን እንዳል ተቀበለው እንዲያ ን ኦ ሽን ነው ስ ሌተር በ ቅርብ ገልጿ ል,tr_357_tr04057
ከ ሎስ አንጀ ልስ ከ ለንደን ከ ካናዳ ወዘተ የ መጡት አያሌ ናቸው,tr_358_tr04058
ተመራቂ ዎች ተማሪዎች ወደፊት በ ከፍተኛ ትምህርት የ መሳተፍ እድ ላቸው አሁን ካ ላቸው እውቀት አንጻር ሲታይ ወደፊት አስቸጋሪ እንደሚሆን ባቸው የማን ጠራ ጠረው እውነት ነው,tr_359_tr04059
እርስዎ ያሉት ን በ ትክክል ለ መጥቀስ ትግሬ ዎች አክሱም አ ላቸው,tr_360_tr04060
መንግስት በ ኢንቨስትመንት እንቅስቃሴ ላይ የ ተከሰቱት የ ፖሊስ ና የ አሰራር ግድፈቶች ን ለ ማስወገድ እርምጃ መውሰድ ከ ግሉ እንቨስትመንት ፍ ስት በ ሚገኘው ን ድርሻ እንደሚያ ስ ሻሽል ገለጹ,tr_361_tr04061
እኔ ግን ና ፍጠ ኛ ም መድፈኛ ም እንዳል ሆ ኩኝ ልንገራችሁ ብዬ እንጂ ፖለቲከኛ ሳል ሆን አሽሙረኛ ነኝ ብዬ እናንተ ን ላ ሰማችሁ አል ሞክር ም,tr_362_tr04062
ኮሎኔል በዛብህ ጴጥሮስ የ አማራጭ ሀይሎች ሊቀመንበር የ ዶክተር በየነ ጴጥሮስ ወንድም መሆናቸው ተያይዞ ተ ገልጿ ል,tr_363_tr04063
የ መስተዳድሩ መግለጫ ከተማው ስር ነቀል ለውጥ እንደሚ ያስፈልጋት ገልጾ ህዝቡ በዚህ እንዲ ሳተፍ ቢ ጠይቅ ም ጊዜያዊ መስተዳድሩ የ መዋቅር ለውጡ ን ያስፈጽማል ተብሎ አይጠበቅ ም,tr_364_tr04064
ለወደፊቱ በሚ ዘጋጀው ጉባኤ የ በ ኩሌን ሀሳብ ለ ካድሬው ይዤ አቀርባ ለሁ,tr_365_tr04065
ኤኤፍፒ ከ ሶስት ሺ በላይ የኤርትራ ኩናማ ዎች ወደ ኢትዮጵያ ሸሽተው በ መግባት የኤርትራ ሰራዊት በ ሀይል እየ መለመላቸው ነው ሲሉ ውንጀላ ሰንዝ ረዋል,tr_366_tr04066
ዋናው አላማችን አባላ ቶቻችን በ ስፖርቱ ተሳታፊ እንዲሆኑ ና ለ ሀገራችን ስፖርት የ በኩላቸው ን አስታው ጽኦ እንዲ ያበረክቱ እንጂ እንደ እያንዳንዱ ክለቦች ድርጅቱ ን ለ ማስተዋወቅ አይደለም,tr_367_tr04067
በ ማጠቃለያ ውም በ እርዳታ አ ሰባሰቡ ወቅት ኢህአዲግ በ በጐ አይ ን የማ ይመለከታቸው ን በ አሸባሪነት ጠርጥሬ ያ ቸዋለሁ የሚ ላቸው ኢትዮጵያውያ ን የ ህግ ታራሚዎች ሳይ ቀሩ በ እርዳታው ተሳትፎ ማድረጋቸው ን አመልክ ቷል,tr_368_tr04068
በ ብዙ የ ማህበር ኢኮኖሚያዊ መስኮች አበር ታች ውጤቶች ን ማምጣት ጀም ሯል,tr_369_tr04069
ዳዊት ዮናስ በ ፓር ስ ከሚገኙ ኢትዮጵያውያ ን ጋር ተነጋገሩ,tr_370_tr04070
ያን ጊዜ ሚንሊክ ይህንን አዋጅ አስ ነገሩ,tr_371_tr04071
አሁን ባለፈው ሳምንት ይሄው አርቲስት በ ፓሪስ ጐዳናዎች ላይ ከ ሶስት ኢትዮጵያውያ ን ጋር እየ ተጓዙ ሳ ለ ነው አደጋ የ ደረሰባቸው,tr_372_tr04072
ሆዳቸው ን የሚ ያመልኩ መሆናቸው ን በ ተደጋጋሚ ስለ አ ረጋገጥኩ ነው,tr_373_tr04073
ብዙ ጠመዝማዛ አቀ በት ና ቁልቁለት ያለው ጉዞ ነው,tr_374_tr04074
ጉባኤ ዴሞክራሲያዊ ሊሆን የሚ ችለው ዴሞክራሲያዊ ያን ፍትሀዊ በሆነ መንገድ ሲ ዘጋጁ ብቻ ነው,tr_375_tr04075
ከ ኢደፓ የተገኘው መረጃ እንደሚ ያስረዳ ው እስረኞች የ ት እንደ ተወሰዱ አይ ታወቅ ም,tr_376_tr04076
እነ ተወልደ አዲስ ፓርት ያቋቁማሉ ተ ባለ,tr_377_tr04077
ግን የ ኢትዮጵያ ህልውና ተ ደፍሮ አልቀረ ም,tr_378_tr04078
የኦሮሞ ተማሪዎች ተቋማ ቸውን ከ ማቅረባቸው ባሻገር የኦሮሞ ፕሬዚዳንት የሆኑት ን አቶ ጁነዲ ን ሶዶ ን አነጋግሯ ቸዋል,tr_379_tr04079
ይሁን ና መታሰር ና መጠየቅ ያለ ባቸው ከ ታገዱት ማእከላዊ ኮሚቴ አባላት ጋር ዝምድና ና ቅርበት ያ ላቸው ብቻ መሆን እንደሌለ ባቸውም ታዛቢዎች ያስገነዝ ባሉ,tr_380_tr04080
ኢትዮጵያውያ ን ለ አንድ ቀን አዳር ይ ጨነቃ ሉ,tr_381_tr04081
በ ኢትዮጵያ አስሀባ ዎች አ ሰሯቸው የሚ ባሉ ብዙ መስጊዶች እንደ ነበሩ አንዳንዶች ም አሁን ም እንዳሉ ይታወ ቃሉ,tr_382_tr04082
እኛ አፍሪካውያን በ ኢትዮጵያውያ ን ኮራ ን,tr_383_tr04083
በት ሪቡኑ ስር በ ሚገኘው ቦታ ላይ ም ጓደኞቹ የ ቡድን ተጫዋቾች ሰውነታቸው ን እያ ሟሟ ቁ ነበር,tr_384_tr04084
ሳምንት በ ኦልድ ትራ ፎርድ ሊድስ ን አስተናግ ዶ ሶስት ለ ሁለት አሸን ፏል,tr_385_tr04085
የ ሪያል ማ ዲ ርድ ኮንትራ ቴ የሚያበቃ ው በ ሁለት ሺ ነው,tr_386_tr04086
በ እርግጥ የ ኢትዮጵያ ፉትቦል ፌዴሬሽን ሀላፊዎች ይህንን በ ማድረጋቸው ሊ ደነቁ ይገባል,tr_387_tr04087
በተለይ በ ዋ ና ከተማዋ ለንደን ቢሆን ደስተኛ ነን,tr_388_tr04088
ወደ ሀያ ስድስት ሺህ የሚሆኑ ኢትዮጵያውያ ን አይሁዶች እስካሁን ኢትዮጵያ መቅረታቸው ይገመ ታል,tr_389_tr04089
ክሱ ም ን እንደሆነ ም አያውቁ,tr_390_tr04090
ሁለቱ ም ቡድኖች ከ ሌሎች የ ኡጋንዳ የ ሩዋንዳ የ ሱዳን ቡድኖች ጋር በ ኮሌጅ ኦፍ ኮሚኬሽን ቴክኖሎጂ ውስጥ እንደሚ ኖሩ ይ ታውቋል,tr_391_tr04091
ቁልፍ ችግሮች እነማን ናቸው ተብለው መታየት ነበረ ባቸው,tr_392_tr04092
ተቃዋሚዎች ን ግን በ አድራጐታቸው ሊ ሳለቁ ባቸው ይሞ ክራሉ,tr_393_tr04093
የ አህያ ዘመዶች ማን እንደሆኑ ተናግራ ለች,tr_394_tr04094
የ ት እንሂድ የ ደንበኞቻችን ን ጉዳይ እንዴት እናስ ረዳ ወደ ፍርድ ቤት ሲ ገቡ እንዴት እን ይ ይላሉ ጠበቆች,tr_395_tr04095
ኤርትራ የ ኢትዮጵያ አካል ና ት,tr_396_tr04096
ትግራዮች ወደ ብሄራዊ ትግሉ ይ ግቡ,tr_397_tr04097
አቶ ታምራት በ እለቱ የመንግስት ሚዲያ ዎችን አፈ ንጉሶች በ ማለት ጥሩ ስ ም ሰጥ ቷቸዋል,tr_398_tr04098
ሀገራችን ን የ ገጠማት ግን የዚህ ተቃራኒ ነው,tr_399_tr04099
እ ስኮትላንዶች ስን መራቸው ቆይ ተ ን አቻ የ ም ታደርጋ ቸውን ጐል አግብ ተዋል,tr_400_tr04100
የ ሂሳብ ና የ ቴክኒክ ችሎታ ም ነበረኝ ሊ ያስቸግር የሚ ችለው ሎጅ ክ ና ማቀናጀት ነው,tr_401_tr05001
ኢትዮጵያ ና ሌሎች አስራ ስ ባት የ አፍሪካ አገሮች ም የ ሀሳቡ ን ተፈጻሚ ነት ይከታተ ላሉ,tr_402_tr05002
ከ ቡና ሽያጭ ሀምሳ ስምንት ሚሊዮን ዶላር ተገኘ,tr_403_tr05003
ይልቁኑ ሳሞራ ግንባር የ ቀሩት ለ ማስትሬት ዲግሪ እየ ተማሩት ያለው የ ተልእኮ ትምህርት የ መጨረሻው ፈተና ደርሶ ባቸው ነው,tr_404_tr05004
ሶስት የ ደብሩ ሀላፊዎች ከስራ ተባ ረዋል,tr_405_tr05005
ይህ በ እንዲ ህ እንዳለ መሳሪያ የ ደገኑ ወታደሮች ወደ ትምህርት ቤት ውስጥ በ መግባት ተማሪዎች ደብተራቸው በ ክፍል ውስጥ ተቆልፎ በት በ ግዳጅ እንዲ ወጡ ተደርጓል,tr_406_tr05006
ጃክሮስ ኢትዮጵያ ከ ደንበኞቹ የ ሰበሰበው ን ገንዘብ ለ መመለስ አቅም የ ለውም ተ ባለ,tr_407_tr05007
ፓትሪያርኩ በ በኩላቸው ከ እናንተ መካከል ሀጢያት የ ሌለበት ይውገረኝ በሚል አቋማቸው እንደ ጸኑ እንደሆነ እየተነገረ ነው,tr_408_tr05008
ምትክ አልባ ህትመት ው ዲ ቷ ስጦታ ሁሉን ያዥ ኮሮጆ ው ብ ነሽ ፊያሜታ,tr_409_tr05009
ዴንማርክ በ ኢትዮጵያ ቆን ስል ሲ ኖራት በ ኤርትራ ግን ያላ ት ኤምባሲ ነው,tr_410_tr05010
በ ኢትዮ ኤርትራ ድንበር ኮንትሮባንድ ተስፋፍ ቷል,tr_411_tr05011
ከዚህ ስብስባ ውጭ ያሉት ሰዎች እስከዚያ ው ከ መጡ ጥሩ,tr_412_tr05012
ሁሴን ቦድ ኤርትራ ለ ራሷ ስትራቴጂካዊ ምክንያቶች ስትል የ አማጽያኑ ን ስምሪት በ ሶማሌ እንደምታ ስተ ባብር ም አስረድ ተዋል,tr_413_tr05013
ብ እ ዴን ማለት ኢህአዲግ ነው,tr_414_tr05014
የ ኢትዮጵያ የ ኢኮኖሚ ችግር የ ውስጥ እንጂ የ ግሎባላይዜሽን አይደለም,tr_415_tr05015
ተቃዋሚዎች ና ገዥው ፓርቲ ሲ ከራከሩ ዋሉ,tr_416_tr05016
ፓርላማው የ ኢንቨስትመንት ረቂቅ አዋጅ ን አጣ ጣለው,tr_417_tr05017
ኢትዮጵያዊ ቷን ገድ ሏል የ ተባለው ቻይና ዊ በ ቁጥጥር ስር ነው,tr_418_tr05018
የ ኢሳያስ መንግስት የ ሁሴን አይዲድ ን ተዋጊዎች ን ሊ ያሰለጥን ነው,tr_419_tr05019
አሁን በ መጨረሻ ም የ ኢትዮጵያዊ ና ዲሞክራሲያዊ ፓርቲ በ ህብረቱ እንቅስቃሴ እንደ ገባ ተ ገልጿ ል,tr_420_tr05020
ፍልሚያው የ ሚካሄደው በ ተለያዩ ግንባሮች ነው,tr_421_tr05021
ኢትዮጵያ ወታደሮ ቿን ከ ግዛቴ አላስ ወጣች ም ስትል ኤርትራ ክስ አቀረበች,tr_422_tr05022
ስለ ተገደሉት ሰዎች ግን የ ገለጹት ነገር የ ለ ም,tr_423_tr05023
የኦሮሞ ነጻነት ግንባር አደጋው ን ያደረስ ኩት ባቡሩ ወታደሮች ን ጭኖ ወደ ምስራቃዊ ው የ አገሪቱ ክፍል ሲያ መራ ነው ይላል,tr_424_tr05024
ጾመ ፍልሰታ ን አስመልክቶ የ ኢትዮጵያ ኦርቶዶክስ ተዋህዶ ቤተ ክርስቲያን ና የ ካቶሊክ ቤተ ክርስቲያን በ ጋራ ያደረጉት ሱባኤ በ ኦርቶዶክስ መንፈሳዊ አማኞች ዘንድ የ በረታ ተቃውሞ አርፎ በታል,tr_425_tr05025
የ ነጻ ሚዲያ ዎች አዋጅ በ ምክር ቤት ጸድቆ ተግባራዊ ሊሆን ነው,tr_426_tr05026
ኢምባሲ ው ጨምሮ ም ለ ኢትዮጵያ መንግስት የ ጸጥታ ክፍል ማስታወቁ ን ተያይዞ ገልጿ ል,tr_427_tr05027
አብረው ገበያ ወጥተ ው ለ ጓዳቸው የሚሆን ቁሳቁስ ሊሸ ም ቱ ተስማሙ,tr_428_tr05028
ቆሎ ሸጠው ኑሯቸው ን በሚ ደጉ ሙ ና ጫማ ጠርገው ደብተር ና እርሳስ በሚ ገዙ ለ ፍቶ አዳሪ ዎች መካከል እራሱ ን አ ነገሰ,tr_429_tr05029
እኔ ግን ራሴ ን በሚገባ አውቀ ዋለሁ,tr_430_tr05030
ሀያ ስምንት አመቱ ነው,tr_431_tr05031
ኢንቨስትመንቱ ም እ ኮ አነስተኛ ነው ይላሉ,tr_432_tr05032
ቺሊ ዎች እ ኮ ፔናሊቲ ው ትክክለኛ አይደለም በሚል ተቃውመ ዋል,tr_433_tr05033
በሰባ ሶስተኛው ደቂቃ ላይ ነው ተ ቀይሮ የ ገባው,tr_434_tr05034
የ አዲስ አበባ መስተዳድር ፕሬዚዳንት አቶ አሊ አብዶ የ ስፖርት ምክር ቤቱ ፕሬዚዳንት ናቸው,tr_435_tr05035
ባጠቃላይ የ ውድድሮች ጫና መብዛት ስሜታቸው ን ቀንሶ ባቸዋል,tr_436_tr05036
ከሚ ያስገኙ ት ገቢ ኮሚሽን ያገኛ ሉ,tr_437_tr05037
የ ውድድሩ ታዛቢ ኮሚሽነሮ ችም ምደባ ተጠና ቋል,tr_438_tr05038
ጀግናው ሻለቃ ሀይሌ ገብረስላሴ ከ አዳዲስ ኩባንያ ጋር ያለውን ግንኙነት በ ማጠናከር በ ሀገራችን የ አዳዲስ ኩባንያ ምርቶች የሚመረቱ በትን ሁኔታዎች እ ያመቻቸ ይገኛል,tr_439_tr05039
ሆድ ሲ ያውቅ ዶሮ ማታ ይ ባል የ ለ,tr_440_tr05040
ሊጋው ን በ ቁንጮ ነት የሚ መራው የ ማዮርካ ቡድን ነው,tr_441_tr05041
ይህም ተጋጣሚው ብዙ ጨዋታዎች ን ያደረገ ና ከፍተኛ ልምድ ና ዝና ያለው ተወዳዳሪ ሮጀር ቶማስ የተባለ ተወዳዳሪ ነው,tr_442_tr05042
አምነስቲ በ እስረኞቹ ዙሪያ ስለሚ ያገኙ ት ህክምና ና ስለሚ ገጥማቸው ቶር ቸር የተሰማ ውን ስጋት ገልጿ ል,tr_443_tr05043
ሻእቢያ በ ተቆጣ ጠራት ኢትዮጵያ ውስጥ ትንሽ ስልጣን መያዝ ብቻ ነው ፍላጐታቸው,tr_444_tr05044
ነገር ግን ሌላ አስተዳዳሪ ተሹሞ ቢመጣ ም በ አቡነ ጳውሎስ የ ተሾመ አስተዳዳሪ ን እንደማይቀበሉ የቤተ ክርስቲያ ኗ ተወካዮች ገልጿ ል,tr_445_tr05045
ጅቡቲ ኤርትራውያን ን እ ያባረረ ች ነው,tr_446_tr05046
የ ተማሪዎች ዲን ሁኔታው ን ለ ትምህርት ቤቱ ያሳውቃ ል,tr_447_tr05047
ከ ሁለቱ ወደቦች ወደ ኢትዮጵያ የሚ ገቡት መንገዶች ጥሩ ይዞታ ያ ላቸው ናቸው,tr_448_tr05048
ኢትዮጵያውያ ን በ ኒውዮርክ የ ተቃውሞ ሰልፍ ያደርጋሉ,tr_449_tr05049
ለ ነዚህ ድርጊቶች ም ኦሮሞዎች ለ እያንዳንዳቸው ስ ም ስ ም አ ሏቸው,tr_450_tr05050
ነገር ግን በውጭ የሚገኙ ኤምባሲዎች ባደረጉ ት ጥረት ፍላጐት ያ ላቸው ሶስት የውጭ ድርጅቶች ተገኝ ተዋል,tr_451_tr05051
ሰሙ ደግሞ አገራዊ ገጽታ ው ነው,tr_452_tr05052
ስደተኛ ተብሎ የ ተመዘገበው ና ያል ተመዘገበው ቁጥር በ እኔ ይሁን ባችሁ ከ ሶስት ሚሊዮን አ ያንስ ም,tr_453_tr05053
እኛ ም ስህተቱ ን ስህተት ለማ ለት እንኳ እንፈራ ለ ን,tr_454_tr05054
እኔ እስከ ማውቀው እንዲ ህ ነበር,tr_455_tr05055
የ ቴክኖሎጂ ልቀት አለ የ ሚባለው ም አንዱ ይኸው ነው,tr_456_tr05056
ሌላው የ ሱዳን ን ጉዳይ ለ ኤርትራ አስቸጋሪ እንዲሆን ያደረገው የ ኢትዮጵያ አቋም መለሳለስ ነው,tr_457_tr05057
ይህ ባለፈው እሁድ በ ቨርጂኒያ ፓቶ ማክ ሚልስ በ ሂይልተን ቤተ ክርስቲያን የተ ከናወነው ዋናው ጸሎተ ፍትሀ ት ና ኦፊሴላዊ የ ፕሮፌሰር አስራት አስከሬ ን አሸኛኘት ፕሮግራም ነው,tr_458_tr05058
በተለይ ብሄራዊ እርቅ ና ተቃዋሚዎች ን የ ፕሬስ ጉዳይ ን የሚ መለከቱት ወሳኝ የ አገራችን ጉዳዮች ናቸው,tr_459_tr05059
በ ደቡብ ሶማሊያ እጅግ ከተ ከ በሩት ሁለት ጐሳዎች አንዱ የ ሆነው ባህጊሪ የ ተወለደው ከ ኦሮሞ እናት ነው,tr_460_tr05060
መንግስት በ ኢንቨስትመንት እንቅስቃሴ ላይ የ ተከሰቱ የ ፖሊሲ ና የ አሰራር ግድፈቶች ን ለ ማስወገድ እርምጃ መውሰዱ ከ ግሉ ኢንቨስትመንት ፍሰት የ ሚገኘው ን ድርሻ እንደሚያ ሻሽለው ም ገለጹ,tr_461_tr05061
እኔ ግን ነፍጠኛ ም መድፈኛ ም እንዳል ሆ ኩኝ ልንገራችሁ ብዬ እንጂ ፖለቲከኛ ሳል ሆን አሽሙረኛ ነኝ ብዬ እናንተ ን ላሳምናችሁ አል ሞክር ም,tr_462_tr05062
ኮለኔል በዛብህ ጴጥሮስ የ አማራጭ ሀይሎች ሊቀመንበር የ ዶክተር በየነ ጴጥሮስ ወንድም መሆናቸው ተያይዞ ተ ገልጿ ል,tr_463_tr05063
የ መስተዳድሩ መግለጫ ከተማዋ ስር ነቀል ለውጥ እንደሚ ያስፈልጋት ገልጾ ህዝቡ በዚህ እንዲ ሳተፍ ቢ ጠይቅ ም ጊዜያዊ መስተዳድሩ የ መዋቅር ለውጡ ን ያስፈጽማል ተብሎ አይጠበቅ ም,tr_464_tr05064
ለወደፊቱ በሚ ዘጋጀው ጉባኤ የ በ ኩሌን ሀሳብ ለ ካድሬው ይዤ አቀርባ ለሁ,tr_465_tr05065
ኤኤፍፒ ከ ሶስት ሺ በላይ የኤርትራ ኩናማ ዎች ወደ ኢትዮጵያ ሸሽተው በ መግባት የኤርትራ ሰራዊት በ ሀይል እየ መለመላቸው ነው ሲሉ ውንጀላ ሰንዝ ረዋል,tr_466_tr05066
ዋናው አላማችን አባላ ቶቻችን ን በ ስፖርቱ ተሳታፊ እንዲሆኑ ና ለ ሀገራችን ስፖርት የ በኩላቸው ን አስተዋጽኦ እንዲ ያበረክቱ እንጂ እንደ አንዳንድ ክለቦች ድርጅት ን ለ ማስተዋወቅ አይደለም,tr_467_tr05067
በ ማጠቃለያ ውም በ እርዳታ አ ሰባሰቡ ወቅት ኢህአዲግ በ በጐ አይ ን የማ ይመለከታቸው ና በ አሸባሪነት ጠርጥሬ ያ ቸዋለሁ የሚ ላቸው ኢትዮጵያውያ ን ን የ ህግ ታራሚዎች ሳይ ቀሩ በ እርዳታው ተሳትፎ ማድረጋቸው ን አስመል ክቷል,tr_468_tr05068
በ አዲስ አበባ ስቴዲዮም መብራት ሀይል ባንኮች ን ሁለት ለ ዜሮ ኒያላ ትራንስ ኢትዮጵያ ን አራት ለ ሶስት አሸንፈ ዋል,tr_469_tr05069
የ አውሮፓ ፓር ሊያ ሜንት በ ኢትዮጵያ ዲሞክራሲያዊ ሂደት ላይ ያለውን ጥርጣሬ ገለጸ,tr_470_tr05070
አሁን ግን እ ዚሁ እ ከተማችን ጠንቋይ ተገኘ,tr_471_tr05071
እንደ ተመስገን ገለጻ ከሆነ በጣም አስገራሚ ው ነገር የ ፖሊሶቹ ነው,tr_472_tr05072
ክተት ሰራዊት ም ታ ነጋሪት በተ ባለ ማግስት አርበኛ ው ተመመ,tr_473_tr05073
በ ሂደት ደሞ እነዚህ ኑ ጥልቅ እያደረገ ና እያሰፋ ተጉ ዟል,tr_474_tr05074
ጉባኤ ያንድ ወገን አመለካከት ብቻ እንዲያ ንጸባርቅ ተደርጐ መዘጋጀት ይችላል,tr_475_tr05075
ደጋፊ ዎቻችን ን ለ ማሳጣት የተደረገ መሆኑን እናውቃለን,tr_476_tr05076
የ ህወሀት ማእከላዊ ኮሚቴ መደበኛ ስብሰባ ትናንትና ተጀመረ,tr_477_tr05077
እንዲያ ደናቅፈ ንም እንደማ ን ፈቅድ ሊያ ደናቅፈ ን ቢ ሞክር ደግሞ ል ና ሸንፍ የምን ችልበት ደረጃ ላይ እየ ደረስ ን ስለሆነ የ ልማቱ ን እንቅስቃሴ እገሌ ያደ ፈረስ ብናል ያስቆ መናል የሚ ል ስጋት የ ለ ንም,tr_478_tr05078
ተማሪዎቹ ባካሄ ዱት ህገ ወጥ እንቅስቃሴ በ ተሽከርካሪዎች ና በ ትምህርት ቤቶች ላይ ጥፋት ደርሷ ል,tr_479_tr05079
በ ኢትዮጵያ የሚገኙ ኤርትራውያን ም ሻእቢያ እ ደርስ ላችኋለሁ በ ማለት ተንፍሶ የነበረው ን እብሪታቸውን እንደ ገና እ ያፋፋመ መሆኑን ም መረዳት ተችሏል,tr_480_tr05080
የ ኢትዮጵያ ሬዲዮ ታሽጓል ብሎ ወሬ ማ ና ፈሱ ፍጹም እንዳሳ ዘናቸው ለ ሪፖርተራችን አስታውቀ ዋል,tr_481_tr05081
ግን ታሪካቸው ተረ ስ ቷል አስታዋ ሽ አጥ ተዋል,tr_482_tr05082
በ ሲዲኒ ኦሎምፒክ አስር ሺ ስምንት መቶ ተወዳዳሪ ዎች እና ሀያ አንድ ሺ ጋዜጠኞች ተገኝ ተዋል,tr_483_tr05083
እና ተስማምተን ነው ል ና ሰልፈው የ ቻልነው ብለዋል,tr_484_tr05084
ቪላ ፓርክ ዛሬ ት ደም ቃለች,tr_485_tr05085
ይህ ትልቁ ምኞቴ ነው,tr_486_tr05086
ምክንያቱ ም እውቀት ያለው ባለሙያ መጥቶ ለ አሰልጣኞቻችን ና ለ ተጫዋቾቻችን ከሚ ያውቀው ቆን ጥሮ ካስተማረ ስህተት ን እንድና ርም ያደርገ ናል,tr_487_tr05087
ግን ስ ሄድ እንደ ትልቅ ቁም ነገር ተይዞ አይደለም,tr_488_tr05088
የ ኢትዮጵያ ና የ አልጀርስ ልኡካን አልጀርስ ገቡ,tr_489_tr05089
ክስ ገና እየ ተፈለገ ነው ያለው,tr_490_tr05090
አርባ ስምንት የመንግስት ኩባንያዎች ኪሳራ ውስጥ ገብ ተዋል,tr_491_tr05091
ችግሩ ን ተንበርካኪ ነትና ውጫዊ ነው ነው የሚሉት,tr_492_tr05092
ጥገኛ ካፒታሊ ስቶች ፓለቲካ ዊ ኢኮኖሚያዊ ና ወታደራዊ ሀይ ላቸው ተዳክ ሟል ጸረ ህዝብ ቢሮክራሲ ያቸው ተደምስ ሷል,tr_493_tr05093
ፕሬዚዳንቱ ለ ኢትዮጵያ አንድነት ለ ዋሉት ውለታ የ ኢትዮጵያ ህዝብ የ እጃቸው ን ይ ስጣቸው ብሎ ከ መመረቅ ሌላ ም ን ማለት ይችላል,tr_494_tr05094
ለ ነገሩ ማ ለሰው መብት ለ መሟገት አይደል እዚያ ያሉት የ ራሳቸው መብት ሲ ዳጥ እንዴት ያስችላቸው ጠበቆች አጃቢ ፖሊሶች ባለ ጉዳዮች እስረኞች ችሎቱ ን ይሞ ሉታል,tr_495_tr05095
ይሁን ና ኢትዮጵያ ፊቷ ን ወደ ልማት ስታ ዞር እስከ አፍንጫ ዬ ያስታጠቀች ኝ ኢትዮጵያ በ ኢኮኖሚው ም ት ደግፈ ኛለች የሚለው ተስፋ ብሩህ ነበር,tr_496_tr05096
ተቃዋሚ ሀይሎች እንደሚ ሉት የ ፕሬዚዳንት ኢሳይያስ መንግስት ወደ አንድ ፓርቲ አገዛዝ በ መንሸራተት አምባገነን ነትን የ ኢኮኖሚ ውድቀት ንና ማሀበራዊ ቀውስ ን እ ያመቻቸ ነው,tr_497_tr05097
ይህን ያል ኩት ያለ ምክንያት አይደለም,tr_498_tr05098
ይህ ማስፈራሪያ በ ሁለት ምክንያቶች መሰረተ ቢስ ነው,tr_499_tr05099
አንድ ለ አንድ ሆነ ን,tr_500_tr05100
ከ ሁሉም የሚያስ ደን ቀኝ የተለያዩ ሙያ ዎች እንደ ሀገሩ ባህል ኢኮኖሚ ና እድገት ይለያ ያል,tr_501_tr06001
ኤርትራ ና ኢትዮጵያ ለ ድንበር ኮሚሽኑ የ ይገባኛል ጥያቄዎቻቸው ንና ማስረጃ ዎቻቸውን የ ያዙ ማመልከቻ ዎች ማቅረባቸው ን የውጭ ጉዳይ ሚኒስትር አስረድ ቷል,tr_502_tr06002
እርዳታ ያላገኙ ወረዳ ዎች መኖር ቸውንም ጠቁ መዋል,tr_503_tr06003
ለ ሉአላዊነት ሲ ባል ነገ ደግሞ ለ መልሶ ማቋቋም እንደ ገና መዋጮ ቶንቦላ ልን ጠየቅ እንደምን ችል ማን ያው ቃል,tr_504_tr06004
ዳግም ፈርኦን በ ኦርቶዶክስ ቤተ ክርስቲያን ተወለደ,tr_505_tr06005
በ ተለያዩ አጋጣሚ ዎች በ እጃቸው የገባ ውን ገንዘብ በ ሳኡዲ ባንክ ማስቀመጣቸው ን በ እርግጠኝ ነት የሚናገሩ ት እነዚሁ ምንጮች አያይዘው እንደ ገለጹት ከ ትግል በኋላ ጥያቄ ው ተነስቶ ነበር,tr_506_tr06006
በሌላ በኩል ግን የ ደረሱት ን ምንጮች እንደሚ ያመለክቱት ከሆነ ጃክሮስ ኢትዮጵያ የ ደንበኞቹ ን ገንዘብ የ መክፈል አቅም እንደሌለ ው ተ ገልጿ ል,tr_507_tr06007
ማህበሩ ን ያቋቋሙ ት በስራ ገበታ ቸው ላይ ሆነው እንደሆነ የ ማህበሩ ን አላማ የሚያ ትተው ጽሁፍ ያስረዳ ል,tr_508_tr06008
